estrato;talhao;area;distkm;parcela;id;ncovas;nfustes;dapmed;htmed;hd;ab;vtsc;vtcc
494593;796;168,04;105,15;1278;51,28;1503,13;1503,13;12,62;19,28;20,33;19,05;146,24;167,26
494593;796;168,04;105,15;1278;63,11;1503,13;1503,13;13,92;22,19;23,84;23,22;202,46;232,63
494593;797;53,92;300,16;1279;23,39;1764,14;1764,14;8,94;12,84;12,82;11,16;54,23;66,56
494593;797;53,92;300,16;1279;35,41;1764,14;1764,14;11,53;18,84;18,46;18,65;137,11;160,85
494593;797;53,92;300,16;1279;48,92;1764,14;1764,14;13,64;22,45;23,92;26,3;243,18;278,07
494593;797;53,92;300,16;1279;60,02;1764,14;1764,14;14,45;23,27;25,23;29,68;292,43;335,53
494593;797;53,92;300,16;1279;72,37;1764,14;1764,14;15,51;24,59;27,93;34,41;365,26;405,97
494593;797;53,92;300,16;1279;83,87;1764,14;1764,14;15,99;26,65;30,3;36,78;424,66;471,98
494593;798;171,53;101,37;1280;22,47;1658,28;1658,28;7,86;11,08;12,84;8,18;34,47;42,81
494593;798;171,53;101,37;1280;34,33;1658,28;1658,28;10,13;15,21;17,46;13,65;82,78;99,75
494593;798;171,53;101,37;1280;47,83;1658,28;1658,28;12,54;19,71;21,32;21,03;167,98;195,86
494593;798;171,53;101,37;1280;58,71;1658,28;1658,28;13,5;22,16;26,52;24,43;222,48;257,29
494593;798;171,53;101,37;1280;70,76;1658,28;1658,28;14,07;24,41;28,75;26,71;274,21;312,91
494593;798;171,53;101,37;1280;81,57;1658,28;1658,28;14,6;26,14;29,45;28,79;314,79;359,22
494593;798;171,53;101,37;1281;22,47;1795,01;1795,01;8,47;12,32;12,84;10,22;48,14;59,22
494593;798;171,53;101,37;1281;34,33;1795,01;1795,01;11,1;16,48;17,46;17,61;113,47;135,85
494593;798;171,53;101,37;1281;47,83;1795,01;1795,01;13,22;23,9;24,1;25,16;251,81;284,22
494593;798;171,53;101,37;1281;58,71;1795,01;1795,01;13,79;24,26;25,8;27,47;268,71;310,75
494593;798;171,53;101,37;1281;70,76;1795,01;1795,01;14,27;26,07;28,47;29,47;319,16;364,2
494593;798;171,53;101,37;1281;81,57;1795,01;1795,01;14,76;26,49;29,13;31,62;349,87;399,25
494593;799;147,65;337,7;1282;23,46;1748;1748;10,23;13,45;14,86;14,55;72,18;88,6
494593;799;147,65;337,7;1282;35,32;1748;1748;13,02;19,34;20,46;23,85;177,96;209,56
494593;799;147,65;337,7;1282;48,82;1748;1748;15,1;21,1;24,06;32,48;274,43;318,9
494593;799;147,65;337,7;1282;59,69;1748;1748;15,94;23,9;27,8;36,45;363,8;420,72
494593;799;147,65;337,7;1282;71,75;1748;1748;16,63;25,94;29,83;39,97;445,47;508,34
494593;799;147,65;337,7;1282;82,56;1748;1748;16,87;26,53;31;41,18;471,58;538,13
494593;799;147,65;337,7;1283;23,46;1647,99;1675,46;8,15;12,41;13,88;8,91;43,66;53,5
494593;799;147,65;337,7;1283;35,32;1647,99;1675,46;10,75;17,41;19,3;15,58;108,35;128,04
494593;799;147,65;337,7;1283;48,82;1647,99;1675,46;13,33;23,26;25,42;23,88;233,55;264,76
494593;799;147,65;337,7;1283;59,69;1647,99;1675,46;14,22;26,95;28,13;27,24;292,41;338,16
494593;799;147,65;337,7;1283;71,75;1647,99;1675,46;14,85;29,68;30,73;29,73;360,03;410,84
494593;799;147,65;337,7;1283;82,56;1647,99;1675,46;15,43;29,77;31,8;32,21;393,41;448,94
494593;799;147,65;337,7;1284;23,46;1529,36;1529,36;8,03;10,77;11,9;7,88;31,72;39,59
494593;799;147,65;337,7;1284;35,32;1529,36;1529,36;10,79;15,68;17,1;14,28;87,69;105,74
494593;799;147,65;337,7;1284;48,82;1529,36;1529,36;13,36;21,7;24,36;21,96;199,21;228,22
494593;799;147,65;337,7;1284;59,69;1529,36;1529,36;14,38;24,66;26,63;25,58;255,12;295,04
494593;799;147,65;337,7;1284;71,75;1529,36;1529,36;15,01;28,36;29,13;27,98;324,22;369,98
494593;799;147,65;337,7;1284;82,56;1529,36;1529,36;15,53;28,34;30,7;30,04;353,32;403,18
494593;800;81,2;96,18;1285;22,17;1606,86;1472,95;9,81;13,88;14,26;11,3;58,83;71,84
494593;800;81,2;96,18;1285;35,05;1606,86;1472,95;13,65;19,74;20,8;22,13;165,52;195,27
494593;800;81,2;96,18;1285;46,68;1606,86;1472,95;15,31;24,12;26,4;28,17;280,04;317,99
494593;800;81,2;96,18;1285;61,17;1580,07;1472,95;16,51;25,08;28,93;33,3;353,02;402,24
494593;800;81,2;96,18;1285;69,84;1606,86;1472,95;17,56;27,3;30,33;37,7;426,75;483,19
494593;800;81,2;96,18;1285;82,19;1606,86;1472,95;18,11;28,11;31,7;40,11;480,9;535,27
494593;800;81,2;96,18;1285;86,53;1606,86;1472,95;18,3;28,7;32,35;40,94;499,88;556,39
494593;800;81,2;96,18;1286;22,17;1605,52;1471,73;9,62;12,51;13,76;10,81;49,67;61,37
494593;800;81,2;96,18;1286;35,05;1605,52;1471,73;13,71;18,37;19,1;22,01;151,23;180,8
494593;800;81,2;96,18;1286;46,68;1605,52;1471,73;15,26;22,07;23,48;27,46;238,23;275,75
494593;800;81,2;96,18;1286;61,17;1578,76;1471,73;16,71;26,4;28,27;33,14;357,24;407,05
494593;800;81,2;96,18;1286;69,84;1605,52;1471,73;17,52;27,93;30,92;36,72;417,98;473,25
494593;800;81,2;96,18;1286;82,19;1605,52;1471,73;18,05;29;32,3;39,16;479,07;533,23
494593;800;81,2;96,18;1286;86,53;1605,52;1471,73;18,27;29,82;32,65;40,2;501,41;558,1
494593;800;81,2;96,18;1287;22,17;1630,48;1521,78;9,68;14,51;15,5;11,5;64,38;78,09
494593;800;81,2;96,18;1287;35,05;1630,48;1548,96;13,3;18,28;20,6;22,47;159,09;189,35
494593;800;81,2;96,18;1287;46,68;1630,48;1548,96;14,72;21,33;24,4;27,83;243,5;281,52
494593;800;81,2;96,18;1287;61,17;1630,48;1548,96;16,09;26,57;28,48;33,56;368,36;419,72
494593;800;81,2;96,18;1287;69,84;1630,48;1548,96;16,86;29,17;30,5;37,09;436,27;493,97
494593;800;81,2;96,18;1287;82,19;1630,48;1521,78;17,36;28,44;31,23;38,49;459,45;511,4
494593;800;81,2;96,18;1287;86,53;1630,48;1521,78;17,41;27,94;32,8;38,66;468,95;521,97
494593;801;77,88;275,77;1288;46,81;1657,09;1657,09;11,68;17,03;18,08;17,93;114,22;133,69
494593;801;77,88;275,77;1288;58,41;1657,09;1657,09;12,85;19,89;20,8;21,73;175,11;194,33
494593;801;77,88;275,77;1288;67,81;1657,09;1657,09;13,66;23,49;24,9;24,67;225,78;252,63
494593;802;157,36;261,65;1289;24,01;1378,55;1355,57;11,65;13,51;15,19;14,66;75,59;92,21
494593;802;157,36;261,65;1289;37,02;1378,55;1355,57;14,69;19,02;21,4;23,66;171,8;204,65
494593;802;157,36;261,65;1289;49,67;1378,55;1355,57;16,35;21,6;24,45;30,05;256,86;300,7
494593;802;157,36;261,65;1289;61,27;1378,55;1355,57;16,93;26,03;27,67;32,66;351,77;390,43
494593;802;157,36;261,65;1289;70,66;1378,55;1355,57;17,81;27,29;29,63;36,59;403,79;451,87
494593;803;125,99;175,45;1290;25,1;1485;1435,5;9,71;12,39;13,02;10,81;50,25;61,27
494593;803;125,99;175,45;1290;38,11;1485;1435,5;12,61;18,24;19,4;18,34;124,63;148,44
494593;803;125,99;175,45;1290;50,76;1485;1435,5;14,51;19,84;22,27;24,53;187,52;219,49
494593;803;125,99;175,45;1290;62,35;1485;1435,5;15,26;23,4;26,08;27,33;265,61;294,77
494593;803;125,99;175,45;1290;71,75;1485;1435,5;15,89;24,29;27,23;29,77;290,04;324,53
494593;804;90,59;139,23;1291;27,86;1500,79;1600,84;10,61;14,53;16,06;14,47;79,25;96,44
494593;804;90,59;139,23;1291;41,13;1500,79;1550,81;13,68;19,25;21,46;23,19;167,84;199,59
494593;804;90,59;139,23;1291;51,68;1500,79;1525,8;14,97;25,17;26,7;27,32;285,63;321,55
494593;804;90,59;139,23;1291;64,32;1500,79;1525,8;15,96;25,88;28,18;31,28;317,88;370,28
494593;804;90,59;139,23;1291;73,36;1500,79;1525,8;16,26;26,59;30,05;32,57;351,55;392,56
494593;804;90,59;139,23;1292;27,86;1534,02;1636,28;9,23;12,93;13,8;11,18;54,73;67,19
494593;804;90,59;139,23;1292;41,13;1534,02;1636,28;12,27;19,99;21,86;19,97;159,8;188
494593;804;90,59;139,23;1292;51,68;1534,02;1636,28;13,47;22,5;25,5;24,22;233,12;265,05
494593;804;90,59;139,23;1292;64,32;1534,02;1636,28;14,48;24,75;28,48;28,24;285,28;332,31
494593;804;90,59;139,23;1292;73,36;1534,02;1636,28;14,83;26,71;29,98;29,76;329,55;367,98
494593;805;99,53;337,07;1293;27,73;1584,49;1690,13;8,07;11,17;11,86;8,81;37,32;46,35
494593;805;99,53;337,07;1293;41;1584,49;1690,13;10,88;15,86;17,12;16,14;97,32;117,41
494593;805;99,53;337,07;1293;51,54;1584,49;1690,13;12,13;21,21;22,76;20,29;181,26;207,8
494593;805;99,53;337,07;1293;64,19;1584,49;1690,13;13,02;22,74;24,93;23,48;212,08;247,05
494593;805;99,53;337,07;1293;73,23;1584,49;1690,13;13,62;23,98;27,15;25,85;254,43;284,1
494593;805;99,53;337,07;1294;41;1642,67;1779,55;10,65;16,62;17,92;16,47;106,89;128,05
494593;805;99,53;337,07;1294;51,54;1642,67;1752,18;11,89;20,32;23,1;20,49;178,34;205,23
494593;805;99,53;337,07;1294;64,19;1642,67;1752,18;12,81;22,37;25,95;24,14;222,57;259,26
494593;805;99,53;337,07;1294;73,23;1642,67;1752,18;13,49;24,9;28,95;26,96;284,7;317,91
494593;806;46,12;171,99;1295;39,03;1646,09;1700,96;13,2;19,15;20,36;24,09;173,66;206,59
494593;806;46,12;171,99;1295;49,57;1646,09;1700,96;14,46;23,51;25,76;29,19;287,08;326,07
494593;806;46,12;171,99;1295;62,22;1646,09;1700,96;15,3;24,13;27,02;33;321,92;374,99
494593;806;46,12;171,99;1295;71,25;1646,09;1673,53;16,14;25,14;27,18;36,04;367,37;410,21
494593;807;46,05;93,14;1296;28,75;1625,22;1625,22;9,81;13,18;13,56;12,38;60,17;73,96
494593;807;46,05;93,14;1296;42,02;1625,22;1625,22;12,68;17,12;20,16;20,75;133,86;160,54
494593;807;46,05;93,14;1296;52,56;1625,22;1625,22;13,82;23,39;24,5;24,72;240,82;273,07
494593;807;46,05;93,14;1296;65,21;1625,22;1625,22;14,59;25,58;27,48;27,73;280,2;326,42
494593;807;46,05;93,14;1296;74,24;1625,22;1625,22;15,07;26,46;28,15;29,7;313,17;349,7
494593;808;111,97;131,57;1297;27,69;1645,28;1645,28;8,91;11,89;12,7;10,31;45,53;56,39
494593;808;111,97;131,57;1297;40,97;1645,28;1645,28;11,48;16,68;17,6;17,15;107,82;129,6
494593;808;111,97;131,57;1297;51,51;1645,28;1645,28;12,8;21,65;23,06;21,35;191,37;219,38
494593;808;111,97;131,57;1297;64,16;1645,28;1645,28;13,84;23,63;24,18;25,04;228,65;266,34
494593;808;111,97;131,57;1297;73,19;1645,28;1645,28;14,42;24,68;26,33;27,27;267,56;298,77
494593;809;107,66;97,04;1298;24,87;1513,13;1689,66;9,19;14,39;15,9;11,84;67,98;82,25
494593;809;107,66;97,04;1298;38,14;1513,13;1689,66;11,68;14,19;19,16;19,63;116,18;140,42
494593;809;107,66;97,04;1298;48,69;1513,13;1664,44;12,63;20,35;25,24;22,78;206,32;236,61
494593;809;107,66;97,04;1298;61,33;1513,13;1664,44;13,27;20,79;25,63;25,25;227,02;264,45
494593;809;107,66;97,04;1298;70,37;1513,13;1664,44;13,74;21,97;26,73;27,07;256,08;285,94
494593;809;107,66;97,04;1299;24,87;1606,64;1579,86;8,73;10,48;12,92;9,78;38,75;48,46
494593;809;107,66;97,04;1299;38,14;1606,64;1579,86;12,6;17,39;21,36;20,64;141,7;169,14
494593;809;107,66;97,04;1299;48,69;1606,64;1553,09;14,2;22,35;24,32;25,86;239,11;273,88
494593;809;107,66;97,04;1299;61,33;1606,64;1553,09;15,45;24,64;27,23;31,06;309,45;360,47
494593;809;107,66;97,04;1299;70,37;1606,64;1553,09;16,03;25,97;29,93;33,74;368,4;411,37
494593;809;107,66;97,04;1300;24,87;1632,34;1686,75;9,98;13,52;13,6;13,26;66,1;81,06
494593;809;107,66;97,04;1300;38,14;1632,34;1686,75;13,74;15,86;21,06;25,35;152,84;183,74
494593;809;107,66;97,04;1300;48,69;1632,34;1686,75;15,18;22,19;24,56;31,2;280,74;322,78
494593;809;107,66;97,04;1300;61,33;1632,34;1659,55;16,36;25,36;26,83;35,78;354,41;412,83
494593;809;107,66;97,04;1300;70,37;1632,34;1632,34;17,31;26,92;29,17;39,57;429,41;479,5
494593;810;141,48;281,98;1301;25,13;1488,1;1438,49;10,68;14,26;14,5;12,95;67,83;82,71
494593;810;141,48;281,98;1301;38,76;1488,1;1438,49;14,1;21,02;22,02;22,75;174,8;208,18
494593;810;141,48;281,98;1301;49,21;1488,1;1438,49;15,43;22,77;24,85;27,36;236,27;276,55
494593;810;141,48;281,98;1301;61,33;1488,1;1339,29;16,66;25,81;27,83;29,86;328,73;362,1
494593;810;141,48;281,98;1301;72,9;1488,1;1339,29;17,17;26,9;29,08;31,82;349,32;390,21
494593;810;141,48;281,98;1301;81,18;1488,1;1339,29;17,57;28,17;31,3;33,37;386,27;431,48
494593;810;141,48;281,98;1302;25,13;1625,84;1571,65;10,51;13,84;14,15;13,76;70,74;86,26
494593;810;141,48;281,98;1302;38,76;1625,84;1544,55;14,03;19,91;21,45;24,24;177,09;210,92
494593;810;141,48;281,98;1302;49,21;1625,84;1544,55;15,46;24,21;26,2;29,52;271,12;317,35
494593;810;141,48;281,98;1302;61,33;1625,84;1544,55;16,57;25,39;27,38;34,01;367,58;404,89
494593;810;141,48;281,98;1302;72,9;1625,84;1544,55;17,13;26,87;29,35;36,44;399,34;446,08
494593;810;141,48;281,98;1302;81,18;1625,84;1544,55;17,39;28,44;31,33;37,62;437,24;488,42
494593;810;141,48;281,98;1303;38,76;1657,96;1575,06;13,72;21,15;22,72;23,85;188,87;224,94
494593;810;141,48;281,98;1303;49,21;1657,96;1519,8;15,21;24,05;24,5;28,21;255,33;298,87
494593;810;141,48;281,98;1303;61,33;1657,96;1492,17;16,31;27,04;27,7;31,82;361,89;398,63
494593;810;141,48;281,98;1303;72,9;1657,96;1492,17;16,9;27,47;29,4;34,3;381,17;425,78
494593;810;141,48;281,98;1303;81,18;1657,96;1492,17;17,08;29,28;31,38;35,08;416,6;465,37
494593;811;105,62;264;1304;24,93;1700,29;1671,96;10,93;14,44;14,57;15,77;83,48;101,8
494593;811;105,62;264;1304;38,57;1700,29;1671,96;13,95;20,36;21,27;25,85;191,82;228,46
494593;811;105,62;264;1304;49,01;1700,29;1671,96;15,15;25,46;26,77;30,63;292,19;342
494593;811;105,62;264;1304;61,14;1700,29;1671,96;16,16;26,79;28,5;34,92;394,77;434,85
494593;811;105,62;264;1304;72,7;1700,29;1671,96;16,76;28,07;30,05;37,81;429,44;479,7
494593;811;105,62;264;1304;80,98;1700,29;1671,96;17,01;28,87;30,83;39,07;455,89;509,25
494593;812;96,49;325,41;1305;25,72;1584,49;1558,08;9,18;12,59;12,86;10,35;48,59;59,86
494593;812;96,49;325,41;1305;38,47;1584,49;1558,08;12,63;18,08;18,88;19,64;135,56;161,3
494593;812;96,49;325,41;1305;62,98;1584,49;1558,08;15,4;25,39;26,55;29,43;313,77;345,62
494593;812;96,49;325,41;1305;79,3;1584,49;1558,08;16,14;28,33;30,02;32,48;370,12;413,45
494593;812;96,49;325,41;1306;38,47;1617,25;1590,3;14,43;21,57;22,36;26,12;212,82;247,85
494593;812;96,49;325,41;1306;62,98;1617,25;1590,3;16,74;26,88;28,95;35,41;400,78;441,47
494593;812;96,49;325,41;1306;79,3;1617,25;1590,3;17,38;29,89;31,85;38,3;460,94;514,89
494593;813;98,33;188,13;1307;24,84;1526,02;1551,45;9;12,77;13;9,95;48,01;58,98
494593;813;98,33;188,13;1307;40,6;1526,02;1551,45;13,57;19,96;20,74;22,83;173,01;203,51
494593;813;98,33;188,13;1307;48,65;1526,02;1551,45;14,58;22,04;22,64;26,58;231,85;267,87
494593;813;98,33;188,13;1307;61,47;1526,02;1551,45;15,3;25,01;25,93;29,45;299,57;340,07
494593;813;98,33;188,13;1307;75;1526,02;1551,45;16,17;27,53;29,6;33,17;378,55;429,72
494593;814;55,01;189,06;1308;25,3;1522,07;1522,07;10,28;14,64;15,4;12,71;68,23;83,2
494593;814;55,01;189,06;1308;38,01;1522,07;1522,07;13,15;19,77;20,5;20,79;149,67;178,26
494593;814;55,01;189,06;1308;49,84;1522,07;1522,07;14,41;22,93;23,15;25,01;213,57;249,99
494593;814;55,01;189,06;1308;61,1;1522,07;1522,07;15,04;25,39;26;27,27;278,37;311,23
494593;815;70,5;130,71;1309;36,37;1688,81;1660,66;12,23;18,61;18,82;19,8;136,62;162,71
494593;815;70,5;130,71;1309;48,19;1688,81;1632,52;13,33;20,2;21,88;23,54;180,78;211,61
494593;815;70,5;130,71;1309;59,46;1688,81;1660,66;13,88;23,82;25,15;25,52;248,62;277,99
494593;816;123,48;204,95;1310;23,62;1580,65;1580,65;9,4;12,81;13,38;11,03;51,82;63,19
494593;816;123,48;204,95;1310;36,33;1580,65;1580,65;12,94;19,62;20,52;20,92;149,91;178,54
494593;816;123,48;204,95;1310;48,16;1580,65;1580,65;14,18;21,79;22,98;25,18;205,26;240,25
494593;816;123,48;204,95;1310;59,43;1580,65;1580,65;14,64;24,85;25,63;26,89;269,54;301,36
494593;816;123,48;204,95;1311;36,33;1584,41;1584,41;12,1;18,61;18,63;18,51;126,93;151,17
494593;816;123,48;204,95;1311;48,16;1584,41;1584,41;13,42;19,99;21,4;22,87;173,14;202,65
494593;816;123,48;204,95;1311;59,43;1584,41;1584,41;14,04;23,34;25;25,1;240,77;269,19
494593;817;134,06;344,63;1312;20,76;1570,31;1465,62;9,71;10,1;11,32;10,99;41,3;50,36
494593;817;134,06;344,63;1312;32,33;1570,31;1465,62;12,55;14,41;16,7;18,69;103,55;123,33
494593;817;134,06;344,63;1312;45,57;1570,31;1465,62;14,51;20,38;24,15;25,63;210,43;246,33
494593;817;134,06;344,63;1312;70,66;1570,31;1465,62;15,66;24,83;30,67;30,45;340,65;383,61
494593;817;134,06;344,63;1313;20,76;1620,31;1620,31;9,66;10,3;11,13;11,97;45,34;55,29
494593;817;134,06;344,63;1313;32,33;1620,31;1620,31;12,63;14,49;17,32;20,85;112,51;134
494593;817;134,06;344,63;1313;45,57;1620,31;1620,31;14,37;18,62;23,97;27,67;207,82;243,25
494593;817;134,06;344,63;1313;70,66;1620,31;1620,31;15,37;24,68;29,98;32,25;345,78;389,37
494593;818;55,49;244,14;1314;20,5;1565,97;1565,97;8,89;10,52;11,13;9,82;38,12;46,49
494593;818;55,49;244,14;1314;32,06;1565,97;1565,97;12,11;16,09;17;18,43;109,25;130,11
494593;818;55,49;244,14;1314;45,3;1565,97;1565,97;14,12;21,99;23,72;25,48;215,1;251,77
494593;818;55,49;244,14;1314;70,4;1565,97;1565,97;15,14;26,42;29,3;29,59;330,61;372,28
494593;819;85,6;233,34;1315;20,66;1635,76;1613,65;9,71;11,65;13,4;12,08;50,63;63,1
494593;819;85,6;233,34;1315;33,25;1635,76;1613,65;12,53;17,69;19,86;20,59;141,11;168,33
494593;819;85,6;233,34;1315;44,91;1635,76;1613,65;14,05;20,08;24,14;26,37;217,06;252,87
494593;819;85,6;233,34;1315;57,69;1635,76;1613,65;14,7;23,39;27,53;29,09;280,74;322,57
494593;819;85,6;233,34;1315;69,38;1635,76;1613,65;15,46;22,95;29,69;32,25;316,87;360,64
494593;819;85,6;233,34;1316;20,66;1392,6;1370,5;10,16;12,62;13,32;11,37;51,43;63,7
494593;819;85,6;233,34;1316;33,25;1392,6;1370,5;13,82;18;19,58;21,53;146,31;175,61
494593;819;85,6;233,34;1316;44,91;1392,6;1370,5;15,35;19,33;21,42;26,92;200,22;237,32
494593;819;85,6;233,34;1316;57,69;1392,6;1370,5;16,28;22,86;26,4;30,47;289,56;332,71
494593;819;85,6;233,34;1316;69,38;1392,6;1370,5;17,37;25,44;28,78;35,1;369,7;420,77
494593;819;85,6;233,34;1317;20,66;1414,71;1282,08;9,4;11,65;12,56;8,98;37,79;47,06
494593;819;85,6;233,34;1317;33,25;1414,71;1282,08;13,51;17,23;18;18,6;118,74;143,58
494593;819;85,6;233,34;1317;44,91;1414,71;1282,08;15,23;19,36;20,44;23,81;171,65;204,06
494593;819;85,6;233,34;1317;57,69;1414,71;1282,08;16,25;24,02;26,06;27,24;258,71;297,26
494593;819;85,6;233,34;1317;69,38;1414,71;1282,08;17,11;25,85;28,86;30,37;313,84;357,19
494593;819;85,6;233,34;1318;33,25;1520;1540;13,14;16,99;18,36;21,47;137,49;166,13
494593;819;85,6;233,34;1318;44,91;1520;1540;14,83;20,48;22,58;27,75;223,71;261,75
494593;819;85,6;233,34;1318;57,69;1520;1540;15,89;23,66;27,18;32,22;312,9;359,53
494593;819;85,6;233,34;1318;69,38;1520;1540;16,75;25,14;29,14;36,16;378,09;430,32
494593;820;58,28;269,23;1319;34,03;1738,48;1680,53;13,19;18,23;20,36;23,64;166,94;198,38
494593;820;58,28;269,23;1319;45,01;1738,48;1622,58;14,91;22,83;25,4;29,34;274,83;314,52
494593;820;58,28;269,23;1319;59,1;1738,48;1622,58;16,35;24,32;27,83;35,73;366,94;404,53
494593;820;58,28;269,23;1320;34,03;1701,98;1673,62;13,44;16,74;19,28;24,51;156,25;188,75
494593;820;58,28;269,23;1320;45,01;1701,98;1673,62;14,86;18,92;22,38;30,28;226,11;266,95
494593;820;58,28;269,23;1320;59,1;1701,98;1673,62;16,02;24,07;27,25;35,67;361,29;398,31
494593;821;135,08;249,62;1321;23,32;1649,15;1649,15;10,24;13,43;15,06;13,75;69,93;85,55
494593;821;135,08;249,62;1321;35,05;1677,1;1677,1;13,37;17,08;20,08;24,28;162,78;194,83
494593;821;135,08;249,62;1321;46,02;1677,1;1593,25;15,19;22,18;25,16;29,71;272,71;312,48
494593;821;135,08;249,62;1321;60,12;1677,1;1537,34;16,8;26,23;27,9;35,34;380,12;419,05
494593;822;120,66;64,48;1322;34,66;1714,97;1657,81;13,44;17,03;19,64;24,55;158,51;191,15
494593;822;120,66;64,48;1322;45,63;1714,97;1657,81;14,79;20,34;24,08;30,22;250,71;291,41
494593;822;120,66;64,48;1322;59,72;1714,97;1657,81;15,9;22,66;26,77;35,51;351,56;387,58
494593;822;120,66;64,48;1323;34,66;1701,6;1644,88;13,25;17,11;19,72;23,69;156,07;187,94
494593;822;120,66;64,48;1323;45,63;1701,6;1644,88;14,61;21,1;24,66;29,35;254,47;294,65
494593;822;120,66;64,48;1323;59,72;1701,6;1644,88;15,74;22,93;27,68;34,65;347,24;382,81
494593;823;60,36;323,08;1324;35,12;1603,81;1603,81;12,33;16,42;17,86;19,57;123,89;149,15
494593;823;60,36;323,08;1324;46,09;1603,81;1603,81;14,12;20,65;23,06;25,95;219,36;253,94
494593;823;60,36;323,08;1324;60,18;1603,81;1603,81;15,69;23,47;26,63;32,56;326,35;359,82
494593;823;60,36;323,08;1325;35,12;1573,56;1547,34;13,96;18,4;19,92;24,38;171,53;204,55
494593;823;60,36;323,08;1325;46,09;1573,56;1521,11;15,69;22,48;24,94;30,36;276,82;318,22
494593;823;60,36;323,08;1325;60,18;1573,56;1521,11;16,95;25,17;27,6;35,8;376,05;414,57
494593;824;159,5;78,3;1326;25,43;1635,72;1591,51;9,21;12,51;13,32;10,66;49,59;61,14
494593;824;159,5;78,3;1326;36,53;1635,72;1591,51;11,52;15,56;17,08;16,67;99,09;120,33
494593;824;159,5;78,3;1326;50,3;1635,72;1591,51;13,4;22,39;24,22;22,65;190,78;223,3
494593;824;159,5;78,3;1326;63,17;1635,72;1591,51;14,58;24,05;25,9;26,94;255,33;293,38
494593;824;159,5;78,3;1327;25,43;1657,82;1746,24;10,19;15,1;15,52;14,41;82,9;100,24
494593;824;159,5;78,3;1327;50,3;1657,82;1746,24;14,03;22,86;25,26;28;245,15;286,94
494593;824;159,5;78,3;1327;63,17;1657,82;1746,24;15,09;24,41;27,34;32,73;324,1;372,42
494593;824;159,5;78,3;1328;36,53;1740;1660;9,93;14,68;15,82;12,97;75,11;91,04
494593;824;159,5;78,3;1328;50,3;1740;1660;11,87;19,14;20,18;18,58;133,14;155,84
494593;824;159,5;78,3;1328;63,17;1740;1660;12,93;20,87;22,32;22,07;180,54;207,44
494593;825;162,43;321,95;1329;24,67;1725,03;1667,53;7,52;10,08;10,62;7,49;28,39;35,6
494593;825;162,43;321,95;1329;36,83;1725,03;1667,53;10,78;15,31;16,2;15,42;91,95;111,34
494593;825;162,43;321,95;1329;48,62;1725,03;1667,53;12,33;20,83;21,72;20,24;174,37;200,91
494593;825;162,43;321,95;1329;61,01;1725,03;1667,53;13,53;23,2;23,87;24,48;226,88;261,62
494593;825;162,43;321,95;1329;73,65;1725,03;1667,53;14,48;24,92;26,73;28,17;281,86;325,02
494593;825;162,43;321,95;1330;36,83;1578,08;1525,47;10,4;14,77;16,46;13,09;75,92;92,19
494593;825;162,43;321,95;1330;48,62;1578,08;1525,47;12,2;19,83;21,12;18,09;146,9;170,66
494593;825;162,43;321,95;1330;61,01;1578,08;1525,47;13,4;22,25;23,7;21,89;194,81;224,64
494593;825;162,43;321,95;1330;73,65;1578,08;1525,47;14,31;23,73;25,68;25,06;238,87;275,45
494593;826;28,36;263,63;1331;24,51;1662,05;1717,45;9,33;10,82;11,46;11,93;45,37;57,05
494593;826;28,36;263,63;1331;37,65;1662,05;1717,45;12,24;17,47;18,74;20,6;138,39;165,31
494593;826;28,36;263,63;1331;47,6;1662,05;1717,45;13,51;21,03;22,7;25,19;216,21;249,9
494593;826;28,36;263,63;1331;61,5;1662,05;1717,45;14,69;24,16;25,45;30,03;306,48;348,53
494593;826;28,36;263,63;1331;76,15;1662,05;1717,45;15,31;26,79;28,82;32,76;375,43;426,94
494593;826;28,36;263,63;1332;37,65;1684,87;1712,95;11,45;18,15;19,86;18,75;140,81;165,03
494593;826;28,36;263,63;1332;47,6;1684,87;1712,95;12,66;19,78;22,32;23,11;196,96;227,77
494593;826;28,36;263,63;1332;61,5;1684,87;1684,87;13,94;21,91;26,73;27,55;271,87;309,18
494593;826;28,36;263,63;1332;76,15;1684,87;1628,71;14,87;25,2;30,38;29,92;336,55;382,73
494593;827;41,72;144,16;1333;25,53;1659,61;1687,27;8,92;12,82;13,48;10,7;52,39;64,26
494593;827;41,72;144,16;1333;38,67;1659,61;1687,27;11,91;15;18,66;19,2;113,63;138,12
494593;827;41,72;144,16;1333;48,62;1659,61;1687,27;13,04;18,71;19,68;23,12;170,84;201,5
494593;827;41,72;144,16;1333;62,52;1659,61;1659,61;14,15;23,15;25,73;27,02;271,99;309,33
494593;827;41,72;144,16;1333;77,17;1659,61;1659,61;14,87;25,65;29,58;30,15;338,25;384,68
494593;827;41,72;144,16;1334;38,67;1629,95;1629,95;12,86;18,76;20,38;21,83;159,55;188,47
494593;827;41,72;144,16;1334;48,62;1629,95;1629,95;13,98;20,94;22,92;25,94;220,17;255,19
494593;827;41,72;144,16;1334;62,52;1629,95;1602,78;15,23;23,19;25,58;30,21;298,12;339,02
494593;827;41,72;144,16;1334;77,17;1629,95;1602,78;15,87;26,42;29,52;33,04;376,58;428,25
494593;828;85,03;289,98;1335;38,01;1733,35;1733,35;10,44;14,4;16,42;15,13;86,07;104,9
