"parcela";"estrato";"talhao";"area";"distkm";"id";"ncovas";"nfustes";"dapmed";"htmed";"hd";"ab";"vtsc";"vtcc";"sitio";"licl4";"lscl4";"lscl3";"lscl2";"lscl1";"cls";"mudou";"nmudou";"ncls";"s";"max_id";"vtcc2";"vtcc3";"vtcc4";"vtcc5";"vtcc6";"vtcc7";"vtcc8";"vtcc9";"vtcc10";"ima2";"ima3";"ima4";"ima5";"ima6";"ima7";"ima8";"ima9";"ima10";"ica3";"ica4";"ica5";"ica6";"ica7";"ica8";"ica9";"ica10"
1569;494631;1000;93,55;326;61,83;1593,62776;1490,145438;17,89209349;27,86778934;30,75494613;37,35711828;409,8417367;466,4672633;32,28002956;19,79932167;22,63992201;25,56522633;28,56984867;31,64916612;1;0;1;1;31,54;61,83;129,974635289112;258,176538800409;363,869670567344;447,057420163305;512,831792439297;565,658970869868;608,820801693239;608,820801693239;674,835945786788;64,9873176445558;86,0588462668029;90,967417641836;89,411484032661;85,4719654065496;80,8084244099812;76,1026002116549;67,6467557436932;67,4835945786788;128,201903511297;105,693131766935;83,187749595961;65,7743722759923;52,8271784305707;43,1618308233709;0;66,0151440935487
1570;494631;1000;93,55;326;61,83;1428,056045;1303,877258;17,33328895;26,04650047;28,25067393;29,72012291;298,9397321;340,2395268;30,23741344;19,79932167;22,63992201;25,56522633;28,56984867;31,64916612;2;0;0;2;29,13;61,83;79,5802641736876;174,309729790167;257,976268282523;326,388337524888;381,801722009956;427,054263345389;464,47992260011;464,47992260011;522,449579651641;39,7901320868438;58,1032432633891;64,4940670706306;65,2776675049776;63,6336203349926;61,0077519064842;58,0599903250138;51,6088802889011;52,2449579651641;94,7294656164796;83,6665384923553;68,4120692423655;55,4133844850675;45,2525413354336;37,4256592547211;0;57,9696570515309
1571;494631;1001;70,13;279,34;63,04;1469,448974;1448,752509;17,62303945;25,48769593;29,88569462;34,89423901;357,6969946;407,1098034;31,3895677;20,20449149;23,00696752;25,88157188;28,8234622;31,82849732;1;0;1;2;29,13;63,04;125,517339890115;236,185843357075;323,988004751508;391,646249723367;444,430647200848;486,43570768022;520,524929062841;520,524929062841;572,300406145083;62,7586699450576;78,7286144523582;80,9970011878769;78,3292499446733;74,0717745334746;69,4908153828886;65,0656161328551;57,8361032292045;57,2300406145083;110,668503466959;87,802161394433;67,6582449718591;52,784397477481;42,0050604793724;34,0892213826206;0;51,7754770822427
1572;494631;1002;74,92;232,62;64,95;1572,931296;1614,324225;17,12632431;28,04370929;30,13405219;36,28090213;393,946852;448,3682052;31,30348071;20,83079941;23,5713772;26,36571496;29,20991724;32,10067095;1;0;1;2;29,13;64,95;137,576100216845;251,080725613622;339,19431544243;406,283962457041;458,230249842073;499,353496986713;532,600231224548;532,600231224548;582,897117545722;68,7880501084226;83,6935752045407;84,7985788606075;81,2567924914082;76,3717083070121;71,3362138552447;66,5750289030685;59,1778034693942;58,2897117545722;113,504625396777;88,1135898288081;67,089647014611;51,9462873850313;41,1232471446402;33,2467342378354;0;50,2968863211736
1573;494631;1002;74,92;232,62;64,95;1614,324225;1614,324225;17,25050309;26,71913557;30,3617133;37,51234176;400,4351936;455,756843;31,50078965;20,83079941;23,5713772;26,36571496;29,20991724;32,10067095;1;0;1;1;31,54;64,95;124,382767633497;250,717421851666;355,956281997436;439,262320028294;505,369247009891;558,59622420901;602,164134289226;602,164134289226;668,926697435862;62,1913838167484;83,5724739505554;88,9890704993589;87,8524640056588;84,2282078349819;79,7994606012872;75,2705167861532;66,9071260321362;66,8926697435862;126,33465421817;105,238860145769;83,3060380308582;66,1069269815972;53,2269771991189;43,5679100802158;0;66,7625631466357
1574;494631;1002;74,92;232,62;64,95;1655,717154;1655,717154;15,98801876;27,12271662;29,09922897;31,9035999;331,3814401;377,1620193;30,40348378;20,83079941;23,5713772;26,36571496;29,20991724;32,10067095;2;0;0;2;29,13;64,95;92,309417586792;192,434108656362;277,843392694279;346,346565953029;401,160435657075;445,548177631196;482,033370307098;482,033370307098;538,186142297912;46,154708793396;64,1447028854539;69,4608481735697;69,2693131906059;66,8600726095126;63,6497396615994;60,2541712883872;53,5592633674553;53,8186142297912;100,12469106957;85,409284037917;68,5031732587505;54,8138697040462;44,3877419741203;36,4851926759021;0;56,1527719908142
1575;494631;1003;81,36;246,49;64,95;1676,413618;1552,234831;16,8676185;25,96371461;29,59594412;33,83871933;346,4588144;394,3193883;30,83613077;20,83079941;23,5713772;26,36571496;29,20991724;32,10067095;1;0;1;2;29,13;64,95;110,819655348468;217,368149810786;304,428610596825;372,614026863254;426,35859499465;469,431294792004;504,568112628491;504,568112628491;558,221639361792;55,4098276742338;72,4560499369286;76,1071526492062;74,5228053726508;71,0597658324417;67,0616135417149;63,0710140785613;56,0631236253878;55,8221639361792;106,548494462318;87,0604607860392;68,1854162664291;53,7445681313963;43,0726997973537;35,1368178364866;0;53,6535267333014
1576;494631;1004;107,83;237,36;66,06;1593,62776;1572,931296;16,43299275;24,99098079;28,64390676;32,77285141;327,0869237;372,2673055;29,80141942;21,18725762;23,89104134;26,63870678;29,42694498;32,25295022;2;0;0;2;29,13;66,06;98,3243493777108;200,705265437261;286,75276130192;355,203236373134;409,69102596852;453,65692943367;489,700866324915;489,700866324915;545,02387238071;49,1621746888554;66,9017551457537;71,68819032548;71,0406472746267;68,28183766142;64,8081327762385;61,2126082906144;54,411207369435;54,5023872380711;102,38091605955;86,047495864659;68,4504750712136;54,4877895953861;43,9659034651499;36,0439368912452;0;55,3230060557956
1577;494631;1004;107,83;237,36;66,06;1614,324225;1593,62776;16,6089127;25,99475931;30,13405219;34,31473801;358,338585;407,8341796;31,12859106;21,18725762;23,89104134;26,63870678;29,42694498;32,25295022;1;0;1;2;29,13;66,06;113,680745796858;221,093506750809;308,333366719541;376,432617220446;429,996640017828;472,862560699362;507,79372580671;507,79372580671;561,074707351994;56,8403728984292;73,6978355836029;77,0833416798852;75,2865234440891;71,6661066696381;67,5517943856232;63,4742157258387;56,4215250896344;56,1074707351994;107,41276095395;87,2398599687324;68,0992505009046;53,564022797383;42,8659206815336;34,9311651073479;0;53,2809815452843
1578;494631;1004;107,83;237,36;66,06;1655,717154;1717,806547;16,91935966;27,49525298;30,61007088;38,41263796;414,1466013;471,3619772;31,55058153;21,18725762;23,89104134;26,63870678;29,42694498;32,25295022;1;0;1;1;31,54;66,06;131,396999433375;260,05667237918;365,855238418684;449,007963638081;514,695717105961;567,420738787875;610,479651646556;610,479651646556;676,306522205683;65,6984997166874;86,6855574597267;91,463809604671;89,8015927276162;85,7826195176601;81,060105541125;76,3099564558196;67,8310724051729;67,6306522205683;128,659672945805;105,798566039504;83,1527252193971;65,6877534678794;52,7250216819144;43,0589128586815;0;65,8268705591262
