estrato;talhao;area;distkm;parcela;id;ncovas;nfustes;dapmed;htmed;hd;ab;vtsc;vtcc;sitio;licl4;lscl4;lscl3;lscl2;lscl1;cls;mudou;nmudou;ncls;s
573116;141;22,42;133,41;242;56,31;1760;1760;14;22,16;23,96;27,95;245,95;282,6;27,59301746;17,08152949;19,7560629;22,55613733;25,47622879;28,51147966;2;0;0;2;27,62
573116;142;144,83;309,33;243;56,34;1480;1420;15,92;24,71;26,64;28,91;281,88;323,88;29,61759946;17,09188172;19,7657601;22,56484142;25,48360399;28,51719267;1;0;0;1;29,87
573116;142;144,83;309,33;244;56,34;1660;1600;13,61;20,49;22,7;23,94;195,71;224,88;26,60623432;17,09188172;19,7657601;22,56484142;25,48360399;28,51719267;2;0;0;2;27,62
573116;156;153,1;92,58;264;56,77;1502,63;1477,59;12,09;19,63;23,6;19,37;173,72;200,18;27,21630706;17,23989023;19,9042818;22,68907749;25,58879507;28,59862103;2;0;1;2;27,62
573116;202;71,82;241,48;334;57,03;1360;1360;15,13;23,37;25,54;25,33;238,17;273,66;28,66435604;17,32904345;19,98761149;22,76372438;25,65192963;28,64744399;2;0;1;2;27,62
573116;202;71,82;241,48;335;57,03;1340;1320;15,58;25,99;27,8;25,58;262,81;301,97;30,3713884;17,32904345;19,98761149;22,76372438;25,65192963;28,64744399;1;0;1;1;29,87
573116;157;78,04;136,68;265;57,39;1431,78;1431,78;13,52;22,18;22,7;21,24;195,73;225,55;26,36695892;17,45206004;20,10245899;22,86649605;25,73876694;28,71453627;3;0;1;3;25,37
573116;157;78,04;136,68;266;57,39;1483,57;1434,12;13,24;21,92;24,17;20,95;195,2;224,92;27,53139282;17,45206004;20,10245899;22,86649605;25,73876694;28,71453627;2;0;0;2;27,62
573116;186;164,11;125,38;308;57,69;1392,6;1370,5;16,28;22,86;26,4;30,47;289,56;332,71;29,20414255;17,55419346;20,19769323;22,95162155;25,81062026;28,76999895;1;0;1;1;29,87
573116;186;164,11;125,38;309;57,69;1520;1540;15,89;23,66;27,18;32,22;312,9;359,53;29,80042944;17,55419346;20,19769323;22,95162155;25,81062026;28,76999895;1;0;0;1;29,87
573116;121;34,21;281,35;215;58,11;1440;1420;12,52;17,54;18,88;17,71;121,65;139,78;23,02253568;17,69659546;20,33030037;23,07001021;25,91044004;28,84696979;4;0;2;4;23,12
573116;121;34,21;281,35;216;58,11;1540;1480;14,45;21,74;23,48;24,72;212,54;244,23;26,82966242;17,69659546;20,33030037;23,07001021;25,91044004;28,84696979;2;0;0;2;27,62
573116;122;100,44;137,44;217;58,28;1600;1600;15,01;23,67;25,46;28,96;270,33;310,62;28,36576173;17,75403939;20,38373566;23,11766932;25,95058783;28,87790193;2;0;1;2;27,62
573116;123;53,78;286,49;218;58,28;1620;1500;15,87;23,39;26,1;30,87;289,99;333,2;28,86659565;17,75403939;20,38373566;23,11766932;25,95058783;28,87790193;1;0;1;1;29,87
573116;120;97,84;158,55;214;58,38;1620;1640;14,38;21,71;24,86;27,69;243,88;280,22;27,87276047;17,78777725;20,41510386;23,14563427;25,97413574;28,89603772;2;0;1;2;27,62
573116;166;163,37;292,94;276;58,41;1511,53;1486,33;12,75;18,97;20,9;19,38;151,85;168,53;24,64800576;17,79789099;20,42450502;23,15401369;25,98119024;28,90146987;3;0;0;3;25,37
573116;206;66,66;201,28;342;58,51;1730,1;1730,1;14,45;23,79;25,27;28,83;280,49;319,05;28,17154722;17,83157799;20,45581128;23,18191152;26,00467243;28,9195485;2;0;1;2;27,62
573116;206;66,66;201,28;343;58,51;1720,38;1777,73;12,33;20,65;23,17;21,93;188,42;214,32;26,49034212;17,83157799;20,45581128;23,18191152;26,00467243;28,9195485;3;0;1;3;25,37
573116;206;66,66;201,28;344;58,51;1681,19;1681,19;11,86;19,53;21,13;18,98;152,33;173,27;24,8141638;17,83157799;20,45581128;23,18191152;26,00467243;28,9195485;3;0;1;4;23,12
573116;164;178,25;71,5;273;58,71;1621,49;1567,44;14,5;25,51;26,6;26,3;267,79;309,69;29,18027418;17,89883437;20,51828088;23,23755257;26,0514856;28,95557435;1;0;1;1;29,87
573116;164;178,25;71,5;274;58,71;1795,01;1795,01;13,79;24,26;25,8;27,47;268,71;310,75;28,55185785;17,89883437;20,51828088;23,23755257;26,0514856;28,95557435;2;0;1;2;27,62
573116;188;176,53;181,5;311;59,1;1670,01;1614,34;16,05;23,57;26,05;34,35;341,65;376,64;28,67693874;18,02953156;20,63954872;23,34546139;26,14219416;29,02532398;2;0;1;2;27,62
573116;188;176,53;181,5;312;59,1;1701,98;1673,62;16,02;24,07;27,25;35,67;361,29;398,31;29,62236162;18,02953156;20,63954872;23,34546139;26,14219416;29,02532398;1;0;0;1;29,87
573116;124;37,17;83,55;219;59,4;1540;1520;15,47;22,6;25,72;29,92;276,5;317,7;28,35769793;18,12965872;20,73233905;23,42793828;26,21145395;29,0785306;2;0;1;2;27,62
573116;124;37,17;83,55;220;59,4;1560;1540;15,63;23,63;26,98;31,31;302,15;347,18;29,3594762;18,12965872;20,73233905;23,42793828;26,21145395;29,0785306;1;0;1;1;29,87
573116;124;37,17;83,55;221;59,4;1600;1660;15,94;25,42;27,3;35;354,7;407,55;29,61183635;18,12965872;20,73233905;23,42793828;26,21145395;29,0785306;1;0;0;1;29,87
573116;183;159,55;266,43;303;59,43;1580,65;1580,65;14,64;24,85;25,63;26,89;269,54;301,36;28,27986508;18,1396518;20,74159454;23,4361607;26,21835537;29,08383002;2;0;1;2;27,62
573116;183;159,55;266,43;304;59,43;1584,41;1584,41;14,04;23,34;25;25,1;240,77;269,19;27,77316736;18,1396518;20,74159454;23,4361607;26,21835537;29,08383002;2;0;0;2;27,62
573116;182;76,34;65,82;301;59,46;1460,81;1436,47;15,06;24,05;25,52;26,19;259,11;289,69;28,18581956;18,14964131;20,75084574;23,44437853;26,22525234;29,0891256;2;0;1;2;27,62
573116;182;76,34;65,82;302;59,46;1688,81;1660,66;13,88;23,82;25,15;25,52;248,62;277,99;27,88813153;18,14964131;20,75084574;23,44437853;26,22525234;29,0891256;2;0;0;2;27,62
573116;189;154,98;244,54;313;59,72;1617,25;1266,85;16,26;19,66;27,02;28,55;260,5;287,49;29,33638852;18,23606698;20,83084355;23,51540791;26,28483988;29,13485979;1;0;1;2;27,62
573116;189;154,98;244,54;314;59,72;1674,2;1646,3;15,95;21,63;26,75;35,35;340,97;375,92;29,1215304;18,23606698;20,83084355;23,51540791;26,28483988;29,13485979;1;0;0;1;29,87
573116;189;154,98;244,54;315;59,72;1714,97;1657,81;15,9;22,66;26,77;35,51;351,56;387,58;29,13746568;18,23606698;20,83084355;23,51540791;26,28483988;29,13485979;1;0;0;1;29,87
573116;189;154,98;244,54;316;59,72;1701,6;1644,88;15,74;22,93;27,68;34,65;347,24;382,81;29,85919225;18,23606698;20,83084355;23,51540791;26,28483988;29,13485979;1;0;0;1;29,87
573116;117;54,69;166,3;207;59,95;1580;1560;16,29;25,01;28,06;34,79;358,67;412,11;30,12309604;18,31229567;20,90134299;23,57795542;26,33727466;29,17507777;1;0;0;1;29,87
573116;117;54,69;166,3;208;59,95;1680;1660;14,8;24,68;26,74;29,45;288,91;331,96;29,07306052;18,31229567;20,90134299;23,57795542;26,33727466;29,17507777;1;0;1;2;27,62
573116;126;36,12;88,16;223;59,95;1660;1680;13,83;23,19;24,22;25,48;231,39;263,36;27,0294676;18,31229567;20,90134299;23,57795542;26,33727466;29,17507777;2;0;1;2;27,62
573116;163;70,66;260,58;272;60,02;1681,43;1681,43;12,91;22,26;24,17;22,67;215,37;247,12;26,97324721;18,33545372;20,92274945;23,59693843;26,3531816;29,18727367;2;0;1;2;27,62
573116;187;164,42;238,2;310;60,02;1531,12;1480,08;16,73;25,21;27,95;33,61;348,9;391,95;30,02511377;18,33545372;20,92274945;23,59693843;26,3531816;29,18727367;1;0;0;1;29,87
573116;207;52,63;223,59;345;60,15;1609,23;1636,05;13,12;20,61;22,95;23,05;198,14;225,38;25,93168724;18,37840944;20,96244257;23,63212686;26,38265954;29,2098685;3;0;2;3;25,37
573116;208;32,46;137,26;346;60,15;1629,68;1656,84;12,44;19,11;20,8;20,54;162,15;184,44;24,11076711;18,37840944;20,96244257;23,63212686;26,38265954;29,2098685;4;0;2;4;23,12
573116;190;179,05;311,91;317;60,18;1573,56;1521,11;16,95;25,17;27,6;35,8;376,05;414,57;29,7212265;18,38831267;20,97159113;23,64023514;26,38945042;29,21507262;1;0;0;1;29,87
573116;199;118,9;260,64;329;60,22;1581,9;1502,81;13,27;21,22;22,2;21,19;188,57;214,44;25,28460235;18,40151136;20,98378255;23,65103911;26,39849812;29,22200557;3;0;1;3;25,37
573116;199;118,9;260,64;330;60,22;1428,84;1452,66;12,88;20,63;21,35;19,12;164,44;187;24,56312372;18,40151136;20,98378255;23,65103911;26,39849812;29,22200557;3;0;1;3;25,37
573116;118;132,82;172,17;209;60,25;1560;1480;16,84;25,63;28,3;35,18;365,85;420,37;30,26716567;18,41140616;20,99292114;23,6591368;26,40527878;29,22720088;1;0;1;1;29,87
573116;118;132,82;172,17;210;60,25;1520;1520;15,71;22,61;26,82;31,34;294,52;338,41;29,08441762;18,41140616;20,99292114;23,6591368;26,40527878;29,22720088;1;0;1;2;27,62
573116;125;24,09;189,79;222;60,25;1340;1260;17,25;24,59;27,22;30,24;297,55;338,66;29,40570322;18,41140616;20,99292114;23,6591368;26,40527878;29,22720088;1;0;1;2;27,62
573116;203;95,79;92,8;336;60,68;1702,07;1702,07;13,38;21,03;24,32;25,44;222,14;255,24;26,95480906;18,55283368;21,12343825;23,77470575;26,5019883;29,30125472;2;0;1;2;27,62
573116;204;65,6;202,44;337;60,71;1591,55;1569,44;13,56;22,54;24,32;23,17;206,7;237,51;26,94833175;18,5626729;21,13251137;23,78273404;26,50870211;29,30639263;2;0;0;2;27,62
573116;209;78,57;302,94;347;60,71;1600;1560;14,64;20,73;23,88;27,82;239,95;275,71;26,58135085;18,5626729;21,13251137;23,78273404;26,50870211;29,30639263;2;0;0;2;27,62
573116;210;155,01;302,46;348;60,87;1640;1620;13,98;23,28;26,38;26,04;247,03;283,84;28,61559085;18,61508728;21,18082931;23,82547543;26,54443586;29,33373202;2;0;0;2;27,62
573116;193;76,31;340,21;321;61,01;1725,03;1667,53;13,53;23,2;23,87;24,48;226,88;261,62;26,50607729;18,66086488;21,22300802;23,86276911;26,575602;29,35756755;2;0;1;2;27,62
573116;193;76,31;340,21;322;61,01;1578,08;1525,47;13,4;22,25;23,7;21,89;194,81;224,64;26,36307989;18,66086488;21,22300802;23,86276911;26,575602;29,35756755;3;0;1;3;25,37
573116;181;28,83;282,75;299;61,1;1522,07;1522,07;15,04;25,39;26;27,27;278,37;311,23;28,26024706;18,69025139;21,25007389;23,88669193;26,59558777;29,37284792;2;0;1;2;27,62
573116;181;28,83;282,75;300;61,1;1525,2;1525,2;15,25;25,8;27,02;28,23;294,28;329,02;29,09737946;18,69025139;21,25007389;23,88669193;26,59558777;29,37284792;1;0;1;1;29,87
573116;177;177,04;56,71;291;61,14;1680,95;1793,02;13,75;22,74;26,6;28,02;281,8;310,42;28,7463416;18,70330152;21,26209086;23,89731133;26,6044579;29,37962856;2;0;1;2;27,62
573116;165;55,87;174,17;275;61,17;1494,36;1344,92;16,34;25,37;29,25;29,69;320,56;365,25;30,89193522;18,71308485;21,27109862;23,90527064;26,61110549;29,38470975;1;0;0;1;29,87
573116;167;71,88;348,13;277;61,27;1378,55;1355,57;16,93;26,03;27,67;32,66;351,77;390,43;29,59886309;18,74566955;21,30109371;23,93176932;26,63323307;29,40162052;1;0;0;1;29,87
573116;167;71,88;348,13;278;61,27;1543,41;1517,68;15,29;22,77;26,15;29,41;286,37;317,8;28,35167072;18,74566955;21,30109371;23,93176932;26,63323307;29,40162052;2;0;1;2;27,62
573116;175;83,03;320,8;289;61,33;1632,34;1659,55;16,36;25,36;26,83;35,78;354,41;412,83;28,90097766;18,76520085;21,31906805;23,94764464;26,64648674;29,41174742;1;0;1;1;29,87
573116;176;53,38;170,2;290;61,33;1488,1;1339,29;16,66;25,81;27,83;29,86;328,73;362,1;29,71944295;18,76520085;21,31906805;23,94764464;26,64648674;29,41174742;1;0;1;1;29,87
573116;179;141,86;288,45;294;61,47;1526,02;1551,45;15,3;25,01;25,93;29,45;299,57;340,07;28,13109277;18,81071694;21,36094198;23,98461748;26,6773454;29,43531999;2;0;1;2;27,62
573116;179;141,86;288,45;295;61,47;1696,64;1668,36;15,5;24,16;27,02;32,72;327,77;372,08;29,03240499;18,81071694;21,36094198;23,98461748;26,6773454;29,43531999;1;0;1;1;29,87
573116;195;46,37;56,65;324;61,5;1715,02;1715,02;14,35;23,38;26,83;29,5;303,32;344,94;28,87054009;18,82046001;21,36990291;23,99252758;26,68394586;29,44036091;1;0;1;1;29,87
573116;195;46,37;56,65;325;61,5;1662,05;1717,45;14,69;24,16;25,45;30,03;306,48;348,53;27,72535185;18,82046001;21,36990291;23,99252758;26,68394586;29,44036091;2;0;0;2;27,62
573116;158;104,01;336,3;267;61,63;1460,56;1363,19;13,71;23,73;26,13;20,68;203,78;232,62;28,26662542;18,86263755;21,40868444;24,02675309;26,71249857;29,46216286;2;0;0;2;27,62
573116;149;137,81;172,21;255;61,76;1500;1540;13,95;22,99;26,32;24,61;230,18;264,48;28,40012108;18,90474614;21,44738613;24,06089492;26,74097135;29,48389663;2;0;0;2;27,62
573116;149;137,81;172,21;256;61,76;1580;1520;15,43;23,77;27,9;29,66;289,41;332,53;29,70687969;18,90474614;21,44738613;24,06089492;26,74097135;29,48389663;1;0;0;1;29,87
573116;151;132,21;325,1;258;61,76;1640;1720;12,91;21,68;25,6;23,48;207,59;238,52;27,7987312;18,90474614;21,44738613;24,06089492;26,74097135;29,48389663;2;0;0;2;27,62
573116;109;63;132,79;190;61,86;1392,37;1369,16;14,03;22,3;23,6;21,56;199,65;237,38;26,08445255;18,93709038;21,47710236;24,08710102;26,76281924;29,50056868;3;0;1;3;25,37
573116;198;149,73;137,01;328;61,86;1501,88;1501,88;14,34;24,36;25,7;24,81;253,45;288,22;27,86267163;18,93709038;21,47710236;24,08710102;26,76281924;29,50056868;2;0;0;2;27,62
573116;144;73,09;226,64;247;62,02;1540;1500;15,81;25,41;29,16;31,43;333,87;383,61;30,70013163;18,98875608;21,52455015;24,12892815;26,797678;29,52716061;1;0;1;1;29,87
573116;197;90,88;142,7;327;62,06;1627,16;1600,04;14,37;23,7;25,98;26,61;268,91;305,81;28,05839513;19,00165612;21,53639323;24,13936522;26,80637391;29,5337926;2;0;0;2;27,62
573116;137;126,72;131,54;236;62,09;1640;1620;14,71;24,84;26,86;28,13;275,98;317,11;28,78930307;19,01132685;21,54527058;24,14718786;26,81289092;29,53876241;1;0;1;2;27,62
573116;137;126,72;131,54;237;62,09;1680;1680;14,56;24,9;27,42;29,07;291,33;334,74;29,25534898;19,01132685;21,54527058;24,14718786;26,81289092;29,53876241;1;0;1;2;27,62
573116;143;112,47;128,15;245;62,12;1540;1560;14,84;24,24;26,92;28,76;284,23;326,58;28,83395343;19,0209939;21,55414369;24,15500607;26,81940371;29,54372863;1;0;1;1;29,87
573116;143;112,47;128,15;246;62,12;1680;1680;14,66;23,33;26,46;30,02;288,17;331,12;28,44948539;19,0209939;21,55414369;24,15500607;26,81940371;29,54372863;2;0;1;2;27,62
573116;150;36,9;147,66;257;62,16;1640;1620;14,68;22,91;26,02;27,96;255,2;293,23;28,07258507;19,03387755;21,56596791;24,16542346;26,82808088;29,55034469;2;0;0;2;27,62
573116;114;169,74;212,99;199;62,19;1620;1580;14,44;23,48;25,08;26,43;245,78;279,73;27,27245122;19,04353598;21,57483112;24,17323134;26,83458385;29,55530255;2;0;1;2;27,62
573116;114;169,74;212,99;200;62,19;1740;1680;13,61;19,69;21,88;25,04;196,49;223,63;24,51721645;19,04353598;21,57483112;24,17323134;26,83458385;29,55530255;3;0;0;3;25,37
573116;171;112,89;119,57;283;62,22;1649,62;1649,62;13,34;20,96;27,52;26,05;248,28;289,21;29,31627475;19,05319072;21,58369009;24,1810348;26,84108261;29,56025684;1;0;1;1;29,87
573116;171;112,89;119,57;284;62,22;1646,09;1700,96;15,3;24,13;27,02;33;321,92;374,99;28,89953384;19,05319072;21,58369009;24,1810348;26,84108261;29,56025684;1;0;1;1;29,87
573116;113;90,26;213,01;198;62,39;1569,44;1481,02;13,71;17,93;21,62;23,26;175,22;199,42;24,23785792;19,10783111;21,63381082;24,22517095;26,87782957;29,5882637;4;0;2;3;25,37
573116;159;50,51;203,23;268;62,39;1635,76;1635,76;14,12;24,89;27,12;26,56;265,57;305,14;28,95295934;19,10783111;21,63381082;24,22517095;26,87782957;29,5882637;1;0;1;1;29,87
573116;180;67,88;288,94;296;62,42;1486,69;1585,81;13,32;23,57;25,05;22,6;218,16;247,65;27,19877016;19,11746121;21,64264152;24,23294498;26,88430035;29,59319422;2;0;0;2;27,62
573116;180;67,88;288,94;297;62,42;1625,18;1598,09;14,96;24,9;27,73;28,81;294,79;334,64;29,45745991;19,11746121;21,64264152;24,23294498;26,88430035;29,59319422;1;0;0;1;29,87
573116;180;67,88;288,94;298;62,42;1578,03;1683,24;13,69;23,55;26,15;25,52;247,25;280,68;28,13183949;19,11746121;21,64264152;24,23294498;26,88430035;29,59319422;2;0;0;2;27,62
573116;154;145,43;150,93;261;62,48;1720;1780;14,14;24,07;27,1;29,56;291,13;334,51;28,9202379;19,13671031;21,66029021;24,2484798;26,89722934;29,60304458;1;0;1;2;27,62
573116;154;145,43;150,93;262;62,48;1720;1680;14,45;24,18;27,08;28,37;273,27;313,99;28,90345886;19,13671031;21,66029021;24,2484798;26,89722934;29,60304458;1;0;1;2;27,62
573116;155;183,11;301,58;263;62,48;1680;1640;12,73;23,41;27,24;21,72;205,81;236,47;29,0376171;19,13671031;21,66029021;24,2484798;26,89722934;29,60304458;1;0;1;2;27,62
573116;148;129,81;72,96;252;62,52;1720;1680;13,55;23,09;24,74;24,62;223,2;256,46;26,91274599;19,14953481;21,6720466;24,25882656;26,90583938;29,60960359;2;0;1;3;25,37
573116;148;129,81;72,96;253;62,52;1580;1560;14,36;23,82;25,48;25,86;243,77;280,1;27,54419296;19,14953481;21,6720466;24,25882656;26,90583938;29,60960359;2;0;0;2;27,62
573116;148;129,81;72,96;254;62,52;1480;1480;15,6;25,44;27,6;29,36;298,9;343,43;29,33208276;19,14953481;21,6720466;24,25882656;26,90583938;29,60960359;1;0;0;1;29,87
573116;196;25,51;56,08;326;62,52;1629,95;1602,78;15,23;23,19;25,58;30,21;298,12;339,02;27,62922174;19,14953481;21,6720466;24,25882656;26,90583938;29,60960359;2;0;1;2;27,62
573116;111;128,23;230,75;194;62,58;1460,32;1460,32;13,95;20,22;21,95;22,71;190,99;227,08;24,47909968;19,16875922;21,68966705;24,27433203;26,9187405;29,6194303;3;0;2;4;23,12
573116;110;56,12;221,89;191;62,61;1323,92;1279,79;13,94;20,71;21,92;19,69;168,21;199,99;24,44505984;19,17836587;21,69847092;24,28207816;26,92518481;29,62433834;3;0;2;3;25,37
573116;110;56,12;221,89;192;62,61;1344,09;1299,28;14,34;20,47;21,13;21,09;177,41;210,93;23,74751246;19,17836587;21,69847092;24,28207816;26,92518481;29,62433834;4;0;2;4;23,12
573116;110;56,12;221,89;193;62,61;1369,27;1323,63;15,01;23,61;25,38;23,87;233,97;278,18;27,44061172;19,17836587;21,69847092;24,28207816;26,92518481;29,62433834;2;0;2;2;27,62
573116;145;113,02;303,89;248;62,75;1560;1520;15,86;23,85;28,96;33,21;346,24;397,83;30,42983631;19,22314787;21,73949969;24,31816869;26,95520311;29,6471958;1;0;1;1;29,87
573116;178;175,35;75,79;292;62,98;1584,49;1558,08;15,4;25,39;26,55;29,43;313,77;345,62;28,36419754;19,29654283;21,80670409;24,37725289;27,0043224;29,68458084;2;0;1;2;27,62
573116;178;175,35;75,79;293;62,98;1617,25;1590,3;16,74;26,88;28,95;35,41;400,78;441,47;30,3876181;19,29654283;21,80670409;24,37725289;27,0043224;29,68458084;1;0;0;1;29,87
573116;191;45,86;214,19;318;63,07;1613,62;1657,82;12,46;20,87;24,12;20,88;176,31;202,58;26,25676055;19,32520314;21,83293383;24,40030276;27,02347671;29,69915364;3;0;1;2;27,62
573116;162;139,98;116,48;271;63,11;1503,13;1503,13;13,92;22,19;23,84;23,22;202,46;232,63;26,00400714;19,33793031;21,84457928;24,41053452;27,03197779;29,70562034;3;0;0;3;25,37
573116;152;43,21;277,03;259;63,14;1460;1300;15,62;23,81;25,04;25,48;238,21;273,71;27,03816048;19,34747134;21,85330844;24,41820325;27,03834879;29,71046629;2;0;1;2;27,62
573116;192;157,15;64,4;319;63,17;1635,72;1591,51;14,58;24,05;25,9;26,94;255,33;293,38;27,77212813;19,35700866;21,86203338;24,42586761;27,04471567;29,71530875;2;0;1;2;27,62
573116;192;157,15;64,4;320;63,17;1740;1660;12,93;20,87;22,32;22,07;180,54;207,44;24,65561738;19,35700866;21,86203338;24,42586761;27,04471567;29,71530875;3;0;1;3;25,37
573116;153;71,24;331,57;260;63,24;1360;1320;14,79;24,45;27,76;23,95;239,3;274,96;29,34501641;19,37924791;21,88237516;24,44373416;27,05955568;29,72659427;1;0;2;2;27,62
573116;160;80;73,84;269;63,24;1540;1520;15,15;25,63;27,22;27,84;280,29;322,06;28,88656207;19,37924791;21,88237516;24,44373416;27,05955568;29,72659427;1;0;1;2;27,62
573116;161;145,41;349,3;270;63,24;1780;1780;11,72;19,6;21,46;19,67;152,84;175,61;23,87407906;19,37924791;21,88237516;24,44373416;27,05955568;29,72659427;4;0;1;3;25,37
573116;138;151,68;64,44;238;63,47;1680;1660;13,65;24,05;26,38;25;240,32;276,13;28,12568032;19,45217687;21,94905066;24,50227161;27,10815808;29,76354207;2;0;1;2;27,62
573116;132;23,98;313,27;229;63,5;1720;1740;16,14;23,66;27,24;37,34;360,92;414,7;28,85734784;19,46167319;21,95772918;24,50988808;27,11447975;29,76834634;1;0;1;2;27,62
573116;139;34,57;251,59;239;63,86;1720;1600;14,71;24,72;27,42;28,96;289,86;329,91;28,94788569;19,57533758;22,06154294;24,60094761;27,1900211;29,82572872;1;0;1;2;27,62
573116;140;84,43;99,11;240;63,9;1480;1400;16,15;26,24;28,4;29,59;311,01;353,97;29,78133306;19,58793372;22,07304039;24,61102687;27,19837838;29,83207402;1;0;1;1;29,87
573116;141;22,42;133,41;241;63,9;1480;1420;16,19;25,8;29,76;30,89;328,68;374,09;30,93892883;19,58793372;22,07304039;24,61102687;27,19837838;29,83207402;1;0;0;1;29,87
573116;141;22,42;133,41;242;63,9;1760;1760;14,51;24,52;26,54;30,17;296,34;337,28;28,1813669;19,58793372;22,07304039;24,61102687;27,19837838;29,83207402;2;0;0;2;27,62
573116;142;144,83;309,33;243;63,93;1480;1420;16,35;27,2;29,2;30,57;329,46;374,97;30,45911229;19,59737646;22,08165856;24,61858128;27,2046416;29,836829;1;0;0;1;29,87
573116;142;144,83;309,33;244;63,93;1660;1600;13,98;23,68;25,64;25,33;239,1;272,13;27,39364812;19,59737646;22,08165856;24,61858128;27,2046416;29,836829;2;0;0;2;27,62
573116;201;70,74;343,56;333;63,96;1420;1380;14,18;23,42;25,38;22,16;205,2;235,77;27,1605212;19,60681545;22,09027254;24,62613137;27,21090077;29,84158057;2;0;1;2;27,62
573116;172;150,67;189,84;285;64,16;1621,18;1621,18;15,04;26,34;27,68;29,16;298,59;347,81;29,11957501;19,66964637;22,1475916;24,67635517;27,25252501;29,87317056;1;0;1;1;29,87
573116;172;150,67;189,84;286;64,16;1543,57;1569,74;14,87;25,51;27,48;27,85;279,02;325,02;28,94679268;19,66964637;22,1475916;24,67635517;27,25252501;29,87317056;1;0;1;2;27,62
573116;174;146,9;200,97;288;64,16;1767,3;1767,3;11,8;21,79;23,53;19,96;171,06;199,27;25,48540812;19,66964637;22,1475916;24,67635517;27,25252501;29,87317056;3;0;1;3;25,37
573116;169;163,72;69,56;280;64,19;1584,49;1690,13;13,02;22,74;24,93;23,48;212,08;247,05;26,71682469;19,67905664;22,15617335;24,68387223;27,25875315;29,87789602;2;0;1;2;27,62
573116;134;176,33;206,91;231;64,32;1503,13;1436,81;17,78;26,84;29,2;36,9;411,17;468,79;30,40211097;19,71979114;22,19331244;24,71639651;27,28569514;29,89833381;1;0;0;1;29,87
573116;168;39,14;303,91;279;64,32;1534,02;1636,28;14,48;24,75;28,48;28,24;285,28;332,31;29,78303103;19,71979114;22,19331244;24,71639651;27,28569514;29,89833381;1;0;1;1;29,87
573116;133;69,74;242,18;230;64,39;1746,28;1724,18;15,18;22,96;27,22;33,1;329,27;375,41;28,68028593;19,74169591;22,21327778;24,7338762;27,30017105;29,90931245;2;0;1;2;27,62
573116;121;34,21;281,35;215;64,78;1440;1420;13,03;19,82;21,14;19,18;149,2;169,81;23,17275386;19,86336238;22,32409546;24,8308363;27,38042282;29,97014357;4;0;2;4;23,12
573116;121;34,21;281,35;216;64,78;1540;1480;14,92;24,4;26;26,42;255,38;290,67;27,53632645;19,86336238;22,32409546;24,8308363;27,38042282;29,97014357;2;0;0;2;27,62
573116;122;100,44;137,44;217;64,95;1600;1600;15,45;26,21;28,12;30,83;320,23;364,47;29,36764285;19,91619754;22,3721792;24,87287522;27,41519318;29,99648258;1;0;1;2;27,62
573116;123;53,78;286,49;218;64,95;1620;1500;16,3;25,09;28,6;32,7;334,8;381,05;29,78683815;19,91619754;22,3721792;24,87287522;27,41519318;29,99648258;1;0;1;1;29,87
573116;120;97,84;158,55;214;65,05;1620;1640;14,84;24,49;27,68;29,62;296,17;337,09;28,96486499;19,94722057;22,40040105;24,89754017;27,43558672;30,01192617;1;0;1;2;27,62
573116;136;58,83;239,97;234;65,14;1660;1560;14,6;23,55;27,42;27,01;260,23;299,01;28,72012284;19,97510548;22,42576103;24,91969828;27,45390323;30,02579386;2;0;1;2;27,62
573116;136;58,83;239,97;235;65,14;1640;1620;14,87;24,95;27,34;28,94;287,89;330,78;28,64959975;19,97510548;22,42576103;24,91969828;27,45390323;30,02579386;2;0;0;2;27,62
573116;173;157,18;131,34;287;65,21;1612,77;1666,53;14,76;25,3;27,45;29,49;296,05;344,86;28,7340081;19,9967703;22,44545948;24,93690597;27,46812479;30,03655924;2;0;1;2;27,62
573116;170;57,37;234,66;281;65,24;1657,23;1795,33;14,28;24,76;27,8;30,39;308,12;358,92;29,03732425;20,00604893;22,45389472;24,94427363;27,47421316;30,04116746;1;0;1;1;29,87
573116;170;57,37;234,66;282;65,24;1578,66;1710,21;14,39;23,98;27,27;29,52;287,59;335,01;28,56962486;20,00604893;22,45389472;24,94427363;27,47421316;30,04116746;2;0;1;1;29,87
573116;194;178,16;156,3;323;65,31;1505,99;1380,49;15,84;24,3;29,32;29,49;323,32;359,83;30,36074711;20,02768441;22,47356072;24,96144837;27,48840399;30,05190714;1;0;0;1;29,87
573116;205;169,41;84,09;338;65,64;1436,81;1458,92;15,61;23,34;26,28;28,74;269,22;306,41;27,61235541;20,12940342;22,56596621;25,04210513;27,55501502;30,10229585;2;0;1;2;27,62
573116;205;169,41;84,09;339;65,64;1414,71;1326,29;17,42;24,71;27,58;32,03;311,99;355,08;28,77221426;20,12940342;22,56596621;25,04210513;27,55501502;30,10229585;1;0;1;1;29,87
573116;205;169,41;84,09;340;65,64;1580;1500;15,44;23,18;26,5;28,88;268,61;305,72;27,80922456;20,12940342;22,56596621;25,04210513;27,55501502;30,10229585;2;0;1;2;27,62
573116;205;169,41;84,09;341;65,64;1440;1420;15,86;23,44;26,94;28,94;272,82;310,5;28,20224092;20,12940342;22,56596621;25,04210513;27,55501502;30,10229585;2;0;1;2;27,62
