"score";"cliente"
0,398570634687159;"260"
0,379755785739679;"505"
0,579824321006133;"516"
0,499204174873129;"537"
0,861240639464574;"604"
0,592151253112018;"610"
0,57107255363306;"626"
0,515021165445235;"654"
0,350287108048232;"670"
0,416062227291558;"702"
0,62327128275669;"706"
0,405934663108847;"712"
0,366137883650419;"714"
0,355225395308008;"724"
0,365006621336902;"747"
0,422235962260885;"749"
0,535272748312573;"755"
0,369062504785553;"770"
0,351224426106863;"776"
