"parcela";"estrato";"talhao";"area";"distkm";"id";"ncovas";"nfustes";"dapmed";"htmed";"hd";"ab";"vtsc";"vtcc";"sitio";"licl4";"lscl4";"lscl3";"lscl2";"lscl1";"cls";"mudou";"nmudou";"ncls";"s";"max_id";"vtcc2";"vtcc3";"vtcc4";"vtcc5";"vtcc6";"vtcc7";"vtcc8";"vtcc9";"vtcc10";"ima2";"ima3";"ima4";"ima5";"ima6";"ima7";"ima8";"ima9";"ima10";"ica3";"ica4";"ica5";"ica6";"ica7";"ica8";"ica9";"ica10"
1559;494631;995;69,6;117,55;59,95;1655,717154;1614,324225;16,01906346;24,06998812;27,11236839;32,18300217;305,9144406;351,4984035;29,6632703;19,15705512;22,05489489;25,05849939;28,16175759;31,359393;2;0;0;2;29,125;59,95;104,726347974182;209,06389217036;295,386448795697;363,460725698917;417,351620245511;460,671255262842;496,087029128889;525,504526621165;550,289635134393;52,3631739870912;69,6879640567868;73,8466121989242;72,6921451397835;69,5586033742518;65,8101793232632;62,0108786411111;58,3893918467961;55,0289635134393;104,337544196178;86,3225566253363;68,0742769032207;53,8908945465933;43,3196350173316;35,4157738660464;29,4174974922763;24,7851085132278
1560;494631;995;69,6;117,55;59,95;1738,503011;1717,806547;15,31538367;25,53943709;27,67117293;30,47554386;298,9707768;343,5199164;30,10989001;19,15705512;22,05489489;25,05849939;28,16175759;31,359393;2;0;0;2;29,125;59,95;89,7442091456319;188,616355313963;273,442367468796;341,694257143834;396,416992590488;440,792409467561;477,304458243977;507,781140901592;533,55774446696;44,872104572816;62,8721184379876;68,360591867199;68,3388514287668;66,0694987650813;62,9703442096516;59,6630572804971;56,4201267668435;53,355774446696;98,8721461683309;84,8260121548332;68,2518896750379;54,7227354466538;44,3754168770731;36,5120487764161;30,4766826576146;25,7766035653686
1561;494631;996;135,05;291,16;60,25;1614,324225;1531,538367;17,42642304;26,52251915;29,28549715;36,40508091;378,5900754;435,0086374;31,33951821;19,2605747;22,14945868;25,14061902;28,22804893;31,40656699;1;0;1;2;29,125;60,25;147,908511703553;263,17047852682;351,042073932004;417,284614746578;468,253652006502;508,429002851391;540,806837699073;567,408504559085;589,62891711387;73,9542558517767;87,7234928422734;87,7605184830009;83,4569229493156;78,042275334417;72,6327146930559;67,6008547123841;63,0453893954539;58,962891711387;115,261966823267;87,8715954051834;66,2425408145743;50,9690372599242;40,1753508448889;32,3778348476822;26,6016668600121;22,2204125547843
1562;494631;996;135,05;291,16;60,25;1572,931296;1572,931296;16,2570728;23,39735303;27,75395879;32,43135975;304,776135;350,1945262;30,12095329;19,2605747;22,14945868;25,14061902;28,22804893;31,40656699;2;0;0;2;29,125;60,25;106,44389790885;211,343504812736;297,798820307184;365,833450819755;419,620832232012;462,817350243019;498,108639703158;527,407643154815;552,082899094477;53,2219489544248;70,4478349375786;74,449705076796;73,166690163951;69,936805372002;66,1167643204312;62,2635799628947;58,6008492394239;55,2082899094477;104,899606903886;86,4553154944481;68,0346305125711;53,7873814122568;43,196518011007;35,291289460139;29,2990034516576;24,6752559396614
1563;494631;997;110,53;236,25;67,18;1692,722432;1692,722432;14,394391;22,72471793;25,08411488;26,57426031;234,6668618;267,0775251;26,31492945;21,54128959;24,20743435;26,90806001;29,64046754;32,40237524;3;0;1;3;26,715;67,18;62,2843384722932;137,532210846727;204,370029918028;259,193961217277;303,689651111937;340,076406095281;370,199974669954;395,462385756822;416,907991462189;31,1421692361466;45,8440702822423;51,0925074795071;51,8387922434554;50,6149418519895;48,5823437278972;46,2749968337443;43,9402650840913;41,6907991462189;75,2478723744337;66,8378190713015;54,8239312992484;44,4956898946602;36,3867549833434;30,1235685746736;25,2624110868679;21,4456057053669
1564;494631;997;110,53;236,25;67,18;1738,503011;1738,503011;14,88075792;24,58739973;25,80849113;28,66460322;267,1292663;304,0310623;26,98579461;21,54128959;24,20743435;26,90806001;29,64046754;32,40237524;3;0;1;3;26,715;67,18;79,2031663941213;161,428501909823;230,461854645248;285,345057332315;329,016659500421;364,245922638038;393,121962088291;417,154672801833;437,434424613716;39,6015831970606;53,8095006366077;57,6154636613119;57,069011466463;54,8361099167368;52,0351318054339;49,1402452610363;46,3505192002036;43,7434424613716;82,2253355157018;69,0333527354247;54,883202687067;43,6716021681063;35,2292631376166;28,8760394502531;24,032710713542;20,279751811883
1565;494631;998;45,11;235,85;65,05;1738,503011;1738,503011;15,91558114;25,35316891;28,10579868;33,50757589;331,3814401;377,1620193;29,5153115;20,86314014;23,60042592;26,39055827;29,22969367;32,1145641;2;0;0;2;29,125;65,05;107,756552114383;213,077462708758;299,62940477817;367,631385091999;421,338695638741;464,440907516027;499,637243751824;528,846080211214;553,437876579296;53,8782760571913;71,0258209029192;74,9073511945425;73,5262770183997;70,2231159397902;66,3487010737182;62,4546554689779;58,7606755790238;55,3437876579296;105,320910594375;86,5519420694126;68,0019803138285;53,7073105467426;43,1022118772862;35,1963362357961;29,2088364593903;24,5917963680816
1566;494631;998;45,11;235,85;65,05;1676,413618;1697,110082;15,3567766;25,34282068;28,64390676;30,65146381;306,4835934;348,8285596;29,98755462;20,86314014;23,60042592;26,39055827;29,22969367;32,1145641;2;0;0;2;29,125;65,05;81,9490494337776;177,529694471927;261,29707506828;329,497917347837;384,590091490498;429,495979877169;466,584021820838;497,630647575794;523,948890549822;40,9745247168888;59,1765648239758;65,3242687670701;65,8995834695675;64,0983485817496;61,3565685538813;58,3230027276047;55,2922941750882;52,3948890549822;95,5806450381497;83,7673805963532;68,2008422795569;55,0921741426603;44,9058883866717;37,0880419436681;31,0466257549563;26,3182429740286
1567;494631;999;47,94;163,7;64,78;1490,145438;1469,448974;13,48374657;20,51019624;21,87616289;19,84790938;154,3956246;175,7233312;24,008122;20,77571701;23,52188032;26,32336719;29,17619437;32,07697245;4;0;2;4;24,305;64,78;32,6309839976264;82,8134553068776;131,927785673697;174,452618981331;210,170443538051;240,07844769909;265,270725137069;286,678563200353;305,042207299735;16,3154919988132;27,6044851022925;32,9819464184243;34,8905237962662;35,0284072563419;34,29692109987;33,1588406421336;31,8531736889282;30,5042207299735;50,1824713092511;49,1143303668197;42,5248333076337;35,7178245567202;29,9080041610385;25,1922774379793;21,4078380632844;18,3636440993818
1568;494631;999;47,94;163,7;64,78;1593,62776;1531,538367;15,43956246;25,24968659;26,90540375;27,3400295;264,2731542;300,7920656;28,51362031;20,77571701;23,52188032;26,32336719;29,17619437;32,07697245;2;0;1;2;29,125;64,78;58,0844682423788;141,128612112984;219,984761019183;287,117135753953;342,902083114973;389,268639030308;428,1134642069;460,986783551203;489,093785420092;29,0422341211894;47,0428707043281;54,9961902547958;57,4234271507906;57,1503471858288;55,6098055757583;53,5141830258625;51,2207537279115;48,9093785420092;83,0441438706054;78,8561489061991;67,1323747347697;55,7849473610199;46,3665559153351;38,8448251765919;32,8733193443031;28,107001868889
1569;494631;1000;93,55;326;61,83;1593,62776;1490,145438;17,89209349;27,86778934;30,75494613;37,35711828;409,8417367;466,4672633;32,28002956;19,79932167;22,63992201;25,56522633;28,56984867;31,64916612;1;0;1;1;31,535;61,83;128,280362769627;256,517469748986;362,739902109756;446,562614548804;512,948442503166;566,327354819664;609,976224453803;646,238217842241;676,793879702153;64,1401813848137;85,5058232496618;90,684975527439;89,3125229097608;85,4914070838611;80,9039078313806;76,2470280567254;71,8042464269157;67,6793879702153;128,237106979358;106,22243236077;83,8227124390482;66,3858279543622;53,3789123164978;43,648869634139;36,261993388438;30,5556618599118
1570;494631;1000;93,55;326;61,83;1428,056045;1303,877258;17,33328895;26,04650047;28,25067393;29,72012291;298,9397321;340,2395268;30,23741344;19,79932167;22,63992201;25,56522633;28,56984867;31,64916612;2;0;0;2;29,125;61,83;80,1286127431609;174,890737055276;258,378516335944;326,550351316896;381,720946620882;426,748093801204;463,970948592742;495,152588249512;521,600099776686;40,0643063715804;58,2969123517586;64,5946290839859;65,3100702633792;63,620157770147;60,964013400172;57,9963685740927;55,0169542499457;52,1600099776686;94,7621243121149;83,4877792806678;68,1718349809527;55,1705953039858;45,0271471803216;37,2228547915382;31,1816396567697;26,447511527174
1571;494631;1001;70,13;279,34;63,04;1469,448974;1448,752509;17,62303945;25,48769593;29,88569462;34,89423901;357,6969946;407,1098034;31,3895677;20,20449149;23,00696752;25,88157188;28,8234622;31,82849732;1;0;1;2;29,125;63,04;125,764563868169;236,200376106887;323,699279455981;391,073529892567;443,611586261426;485,407034305354;519,31809399399;547,322933237115;570,810296954675;62,8822819340843;78,7334587022955;80,9248198639952;78,2147059785135;73,9352643769044;69,343862043622;64,9147617492487;60,8136592485683;57,0810296954675;110,435812238718;87,4989033490943;67,3742504365865;52,5380563688587;41,7954480439278;33,9110596886358;28,0048392431253;23,4873637175604
1572;494631;1002;74,92;232,62;64,95;1572,931296;1614,324225;17,12632431;28,04370929;30,13405219;36,28090213;393,946852;448,3682052;31,30348071;20,83079941;23,5713772;26,36571496;29,20991724;32,10067095;1;0;1;2;29,125;64,95;137,764244957199;250,995577663636;338,790205503046;405,592310072024;457,294126108521;498,211938934621;531,285558846249;558,520100367643;581,309531917606;68,8821224785994;83,6651925545454;84,6975513757615;81,1184620144048;76,2156876847536;71,1731341335173;66,4106948557812;62,0577889297381;58,1309531917606;113,231332706437;87,7946278394098;66,8021045689781;51,7018160364974;40,9178128260994;33,0736199116285;27,2345415213935;22,789431549963
