"estrato";"talhao";"area";"distkm";"parcela";"id";"ncovas";"nfustes";"dapmed";"htmed";"hd";"ab";"vtsc";"vtcc";"sitio";"licl4";"lscl4";"lscl3";"lscl2";"lscl1"
494631;995;69,6;117,55;1560;48,82;1738,503011;1717,806547;14,62205211;21,92790405;24,10103282;27,62978;222,9009218;260,8996305;29,6730987800448;15,0601184145311;18,2197251816129;21,6527555325091;25,3552872769635;29,3237841271816
494631;1006;46,64;98,68;1581;48,82;1572,931296;1531,538367;14,19777459;20,72750912;21,37944775;23,3559601;184,4468909;211,9421439;27,8079650244722;15,0601184145311;18,2197251816129;21,6527555325091;25,3552872769635;29,3237841271816
494631;1006;46,64;98,68;1582;48,82;1676,413618;1510,841903;15,39816953;20,29288336;22,70402147;27,39177066;215,5536769;247,6745897;28,7285058107526;15,0601184145311;18,2197251816129;21,6527555325091;25,3552872769635;29,3237841271816
494631;1046;164,74;123,21;1643;48,82;1808,87099;1808,87099;15,62583064;21,83476996;24,8978467;33,61105822;283,9865365;330,0051252;30,2006392348265;15,0601184145311;18,2197251816129;21,6527555325091;25,3552872769635;29,3237841271816
494631;1046;164,74;123,21;1644;48,82;1705,37832;1733,804914;13,79419354;24,06998812;26,30520628;24,71157852;241,6829633;273,979796;31,1138504305286;15,0601184145311;18,2197251816129;21,6527555325091;25,3552872769635;29,3237841271816
494631;1046;164,74;123,21;1645;48,82;1582,617241;1582,617241;13,82523823;22,4556639;25,20829366;22,72471793;206,1471338;236,1673555;30,4040755143569;15,0601184145311;18,2197251816129;21,6527555325091;25,3552872769635;29,3237841271816
494631;1094;136,89;136,5;1729;48,82;1697,110082;1676,413618;13,60792536;20,79994674;23,78023762;23,60431767;183,2154513;214,4464161;29,4584602314235;15,0601184145311;18,2197251816129;21,6527555325091;25,3552872769635;29,3237841271816
494631;1044;169,55;128,54;1639;48,92;1739,982808;1739,982808;12,65588799;20,18940104;22,31078864;20,94482199;167,8897194;195,4677582;28,4349869646294;15,0989363749049;18,2569985329001;21,686620923643;25,3837791548052;29,3448464697531
494631;1044;169,55;128,54;1640;48,92;1825,573037;1825,573037;14,11498873;23,23178131;24,75297145;27,21585071;251,6483109;287,7532931;30,0858466088761;15,0989363749049;18,2569985329001;21,686620923643;25,3837791548052;29,3448464697531
494631;1059;102,08;225,1;1674;49,01;1739,486093;1855,458732;13,31817485;20,97586669;23,59396944;25,14620427;198,5825761;232,4419919;29,2931314982829;15,1338455464057;18,290501766392;21,7170470233696;25,4093667882246;29,3637546117032
